time,email,f,m,l,,school,how,class
11/18/2023 10:05:26,student828@gmail.com,student,stud,828,Reitz High School,"High school counselor, SICTC Information Meeting at High School",HVAC-R,
11/18/2023 10:05:37,student829@gmail.com,student,stud,829,Castle High School,SICTC Information Meeting at High School,Engineering/Architectural Design Technology,
11/18/2023 10:05:46,student830@gmail.com,student,stud,830,Reitz High School,"High school counselor, Friend and Family Member",Precision Machine Technology ,
11/18/2023 10:06:10,student831@gmail.com,student,stud,831,North Posey High School,Friend and Family Member,exercise science,
11/18/2023 10:06:10,student832@gmail.com,student,stud,832,Reitz High School,High school counselor,Precision machining ,
11/18/2023 10:06:43,student833@gmail.com,student,stud,833,Evansville Christian School,My principal sent me an email about it,Media and communications broadcasting ,
11/18/2023 10:06:53,student834@gmail.com,student,stud,834,Harrison High School,"High school counselor, Informational posters, SICTC Website, SICTC Information Meeting at High School",Automotive Service Technology,
11/18/2023 10:06:53,student835@gmail.com,student,stud,835,Other,Friend and Family Member,Health Science Education,
11/18/2023 10:07:24,student836@gmail.com,student,stud,836,Reitz High School,High school counselor,Engineering/Architectural Design Technology,
11/18/2023 10:07:26,student837@gmail.com,student,stud,837,Castle High School,SICTC Information Meeting at High School,Health Science Education,
11/18/2023 10:07:27,student838@gmail.com,student,stud,838,Boonville High School,"Informational posters, SICTC Website, SICTC Information Meeting at High School",Precision Machine Metalworking Technology,
11/18/2023 10:07:37,student839@gmail.com,student,stud,839,Castle High School,SICTC Information Meeting at High School,Computer Science/Software Development,
11/18/2023 10:07:39,student840@gmail.com,student,stud,840,Home School,Current SITCTC Student,"Electrical technology, building, automotive service technology",
11/18/2023 10:07:53,student841@gmail.com,student,stud,841,New Tech Institute,Friend and Family Member,advanced manufacturing technology,
11/18/2023 10:07:56,student842@gmail.com,student,stud,842,Reitz High School,High school counselor,Health sciences pre professional ,
11/18/2023 10:08:12,student843@gmail.com,student,stud,843,New Tech Institute,"High school counselor, SICTC Website, SICTC Information Meeting at High School",Pre-Proffesion,
11/18/2023 10:08:29,student844@gmail.com,student,stud,844,Bosse High School,"SICTC Website, Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",Building Construction Technology ,
11/18/2023 10:08:40,student845@gmail.com,student,stud,845,North Posey High School,Friend and Family Member,Welding technology,
11/18/2023 10:08:43,student846@gmail.com,student,stud,846,Castle High School,High school counselor,Health Sciences,
11/18/2023 10:08:45,student847@gmail.com,student,stud,847,Reitz High School,"High school counselor, SICTC Information Meeting at High School",HVAC-R and Energy Systems,
11/18/2023 10:08:46,student848@gmail.com,student,stud,848,Boonville High School,"High school counselor, SICTC Information Meeting at High School",Culinary Arts,
11/18/2023 10:08:53,student849@gmail.com,student,stud,849,Mt. Vernon High School,SICTC Information Meeting at High School,Automotive Collision Repair Technology,
11/18/2023 10:08:54,student850@gmail.com,student,stud,850,Evansville Christian School,"High school counselor, Instagram, SICTC Information Meeting at High School",Radio / TV / Communications,
11/18/2023 10:09:00,student851@gmail.com,student,stud,851,Reitz High School,"Friend and Family Member, SICTC Alumni",Electrical ,
11/18/2023 10:09:01,student852@gmail.com,student,stud,852,Reitz High School,"High school counselor, SICTC Information Meeting at High School",Cyber Security,
11/18/2023 10:09:20,student853@gmail.com,student,stud,853,Harrison High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Cybersecurity and computer science ,
11/18/2023 10:09:42,student854@gmail.com,student,stud,854,Reitz High School,"High school counselor, SICTC Website",Engineering/Architectural Design Technology,
11/18/2023 10:09:53,student855@gmail.com,student,stud,855,North Posey High School,Friend and Family Member,Health Science Education,
11/18/2023 10:09:56,student856@gmail.com,student,stud,856,Castle High School,High school counselor,Diesel Service Technology,
11/18/2023 10:09:56,student857@gmail.com,student,stud,857,North High School,SICTC Information Meeting at High School,Automotive Service Technology,
11/18/2023 10:09:59,student858@gmail.com,student,stud,858,Mater Dei High School,Friend and Family Member,Graphic communications digital media,
11/18/2023 10:10:03,student859@gmail.com,student,stud,859,Reitz High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Culinary Arts,
11/18/2023 10:10:13,student860@gmail.com,student,stud,860,North Posey High School,High school counselor,Diesel Service Technology,
11/18/2023 10:10:36,student861@gmail.com,student,stud,861,Wood Memorial High School,High school counselor,Health science ,
11/18/2023 10:10:50,student862@gmail.com,student,stud,862,North Posey High School,Friend and Family Member,Welding Technology,
11/18/2023 10:11:00,student863@gmail.com,student,stud,863,Castle High School,"High school counselor, Friend and Family Member",Health Science Education,
11/18/2023 10:11:07,student864@gmail.com,student,stud,864,New Tech Institute,"High school counselor, SICTC Website, SICTC Information Meeting at High School",Health Science Education,
11/18/2023 10:11:13,student865@gmail.com,student,stud,865,Mt. Vernon High School,Friend and Family Member,HVAC-R and Energy Systems,
11/18/2023 10:11:14,student866@gmail.com,student,stud,866,New Tech Institute,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School","Culinary, criminal justice, radio",
11/18/2023 10:11:18,student867@gmail.com,student,stud,867,Reitz High School,Friend and Family Member,Culinary art,
11/18/2023 10:11:18,student868@gmail.com,student,stud,868,New Tech Institute,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",automotive ,
11/18/2023 10:11:25,student869@gmail.com,student,stud,869,North High School,Friend and Family Member,Diesel Service Technology,
11/18/2023 10:11:25,student870@gmail.com,student,stud,870,Mater Dei High School,Current SITCTC Student,Engineering ,
11/18/2023 10:11:34,student871@gmail.com,student,stud,871,Mt. Vernon High School,High school counselor,Electrical Technology,
11/18/2023 10:11:35,student872@gmail.com,student,stud,872,Wood Memorial High School,"High school counselor, Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",Culinary Arts & Criminal Justice,
11/18/2023 10:11:36,student873@gmail.com,student,stud,873,Bosse High School,High school counselor,"Criminal and justice, veterinarian, culinary",
11/18/2023 10:11:37,student874@gmail.com,student,stud,874,Wood Memorial High School,SICTC Information Meeting at High School,"Health Science, Criminal Justice, and Veterinary Science",
11/18/2023 10:11:37,student875@gmail.com,student,stud,875,Central High School,Current SITCTC Student,"automotive service, advanced manufacturing ",
11/18/2023 10:11:43,student876@gmail.com,student,stud,876,Reitz High School,High school counselor,Precision Machine Metalworking Technology,
11/18/2023 10:11:50,student877@gmail.com,student,stud,877,Boonville High School,"High school counselor, Current SITCTC Student",Welding Technology,
11/18/2023 10:11:51,student878@gmail.com,student,stud,878,New Tech Institute,"High school counselor, Informational posters, SICTC Website, Current SITCTC Student, SICTC Information Meeting at High School",Precision Machine Metalworking Technology,
11/18/2023 10:11:57,student879@gmail.com,student,stud,879,Bosse High School,"High school counselor, SICTC Information Meeting at High School",Culinary Arts,
11/18/2023 10:11:58,student880@gmail.com,student,stud,880,Home School,Friend and Family Member,Automotive Collision Repair technology ,
11/18/2023 10:12:07,student881@gmail.com,student,stud,881,New Tech Institute,High school counselor,"Culinary Arts, Cybersecurity, computer science ",
11/18/2023 10:12:10,student882@gmail.com,student,stud,882,Boonville High School,"SICTC Website, SICTC Information Meeting at High School",Electrical,
11/18/2023 10:12:15,student883@gmail.com,student,stud,883,Tecumseh High School,Friend and Family Member,Public Safety / Criminal Justice,
11/18/2023 10:12:19,student884@gmail.com,student,stud,884,Princeton High School,High school counselor,Graphic Communications / Digital Media,
11/18/2023 10:12:22,student885@gmail.com,student,stud,885,Reitz High School,"Friend and Family Member, SICTC Alumni",Electrical Technology,
11/18/2023 10:12:28,student886@gmail.com,student,stud,886,Reitz High School,"High school counselor, SICTC Website",Health Science Education,
11/18/2023 10:12:31,student887@gmail.com,student,stud,887,Wood Memorial High School,SICTC Information Meeting at High School,Automotive Collision Repair Technology,
11/18/2023 10:12:31,student888@gmail.com,student,stud,888,Reitz High School,SICTC Information Meeting at High School,Welding Technology,
11/18/2023 10:12:31,student889@gmail.com,student,stud,889,Reitz High School,Friend and Family Member,Culinary Arts,
11/18/2023 10:12:36,student890@gmail.com,student,stud,890,Reitz High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Veterinary Sciences,
11/18/2023 10:12:52,student891@gmail.com,student,stud,891,Wood Memorial High School,SICTC Information Meeting at High School,Exercise science culinary arts veterinary ,
11/18/2023 10:12:56,student892@gmail.com,student,stud,892,Bosse High School,High school counselor,Public Safety / Criminal Justice,
11/18/2023 10:13:08,student893@gmail.com,student,stud,893,Memorial High School,Friend and Family Member,Manufacturing technology ,
11/18/2023 10:13:10,student894@gmail.com,student,stud,894,New Tech Institute,"High school counselor, Informational posters, SICTC Website, Current SITCTC Student, SICTC Information Meeting at High School",Advanced Manufacturing Technology,
11/18/2023 10:13:16,student895@gmail.com,student,stud,895,Reitz High School,"SICTC Website, Friend and Family Member",Advanced Manufacturing Technology,
11/18/2023 10:13:31,student896@gmail.com,student,stud,896,New Tech Institute,High school counselor,Criminal justice and building construction technology ,
11/18/2023 10:13:33,student897@gmail.com,student,stud,897,Castle High School,"High school counselor, Informational posters, Facebook, Instagram, SICTC Website, Current SITCTC Student, SICTC Information Meeting at High School",Automotive Service Technology,
